name,tel,fax,email,web,url,address,nature_of_business,executive_tel,executive_email,executive_name
OSA VALVE SERVICES PTE LTD,(65) 6268 9787,(65) 6558 7030,"denis.tan@osavalve.com / farek@osavalve.com 
 / rex.bobadilla@osavalve.com / jm.silva@osavalve.com 
/ patrick.lye@osavalve.com",www.osavalve.com,http://www.chemicalcluster.com.sg/company-detail/osa-valve-services-pte-ltd,"8 Pioneer Walk,  Singapore 627635",,,,
OVAL ASIA PACIFIC PTE LTD ,(65) 6266 1178,(65) 6266 1163,None,None,http://www.chemicalcluster.com.sg/company-detail/oval-asia-pacific-pte-ltd,"27 Kian Teck Drive , Jurong Singapore 628844",,,,
OVERSEAS MOTORS (PTE) LTD,(65) 6264 7288,(65) 6264 7188,None,None,http://www.chemicalcluster.com.sg/company-detail/overseas-motors-pte-ltd,"19 Fourth Chin Bee Road,  Singapore 619705",,,,
OIL SPILL RESPONSE AND EAST ASIA RESPONSE LIMITED ,(65) 6266 1566,(65) 6266 2312,None,None,http://www.chemicalcluster.com.sg/company-detail/oil-spill-response-and-east-asia-response-limited,"2 Jalan Samulun,  Singapore 629120",,,,
OIL STATES INDUSTRIES (ASIA) PTE LTD ,(65) 6773 7555,(65) 6773 7667,None,None,http://www.chemicalcluster.com.sg/company-detail/oil-states-industries-asia-pte-ltd,"13A  Pandan Crescent , #01-00,  Singapore 128478",,,,
OILTANKING ODFJELL TERMINAL SINGAPORE PTE LTD,(65) 6473 1700,(65) 6479 4500,None,www.oiltanking.com,http://www.chemicalcluster.com.sg/company-detail/oiltanking-odfjell-terminal-singapore-pte-ltd,1 Seraya Avenue  Singapore 628208,,,,
OILWELL SUPPLY PTE LTD ,(65) 6545 0300,(65) 6545 3211,None,None,http://www.chemicalcluster.com.sg/company-detail/oilwell-supply-pte-ltd,"25 Loyang Crescent , Box 5079 , Loyang Offshore Supply Base 900 SOPS Link Singapore 508988",,,,
OKP HOLDINGS LIMITED ,(65) 6456 7667,(65) 6453 7667,orkimpeow@pacific.net.sg,www.okph.com ,http://www.chemicalcluster.com.sg/company-detail/okp-holdings-limited,"6 Tagore Drive , #B1-06 , Tagore Building Singapore 787623",,,,
OMB VALVES ASIA PTE LTD,(65) 6852 2110,(65) 6852 1410,sales@ombasia.com,www.ombvalves.com ,http://www.chemicalcluster.com.sg/company-detail/omb-valves-asia-pte-ltd,"Block 205 Woodlands Avenue 9, #03-53, Woodlands Spectrum II Singapore 738957",,,,
OMEGA CONSTRUCTION & ENGINEERING PTE LTD,(65) 6863 2948 / (65) 6863 3144,(65) 6863 3224,omegatemp@yahoo.com,None,http://www.chemicalcluster.com.sg/company-detail/omega-construction-ve-engineering-pte-ltd,"16 Tech Park Crescent,  Singapore 638116",,,,
OMEGA THERMAL,(65) 6242 3142,None,None,None,http://www.chemicalcluster.com.sg/company-detail/omega-thermal,"25 Still Rd South,  Singapore 423934",,,,
OMG ELECTRONIC CHEMICALS PTE LTD ,(65) 6558 6600,(65) 6268 8798,None,www.omgi.com,http://www.chemicalcluster.com.sg/company-detail/omg-electronic-chemicals-pte-ltd,"35 Gul Lane,  Singapore 629429",,,,
OMNI ENGINEERING & TRADING PTE LTD ,(65) 6444 0669,(65) 6272 3955,omnieng@mbox5.singnet.com.sg,www.omniet.com.sg ,http://www.chemicalcluster.com.sg/company-detail/omni-engineering-ve-trading-pte-ltd,"18 Boon Lay Way, #09-152 , TradeHub 21 Singapore 609966",,,,
OMNI-CREST ENGINEERING & CONSTRUCTION PTE LTD ,(65) 6515 5955,(65) 6515 5055,None,None,http://www.chemicalcluster.com.sg/company-detail/omni-crest-engineering-ve-construction-pte-ltd,"48 Toh Guan Road East , #05-142 , Enterprise Hub Singapore 608586",,,,
OMRON ELECTRONICS PTE LTD ,(65) 6547 6789,(65) 6547 6769,sg_sales@omron.com.sg,www.omron.ap.com ,http://www.chemicalcluster.com.sg/company-detail/omron-electronics-pte-ltd,"438A  Alexandra Road , #05-08 , Alexandra Technopark Singapore 119967",,,,
ONDA INDUSTRIES ENGINEERING PTE LTD ,(65) 6862 6880,(65) 6861 6619,ondapl@singnet.com.sg,None,http://www.chemicalcluster.com.sg/company-detail/onda-industries-engineering-pte-ltd,"156 Gul Circle, Jurong,  Singapore 629613",,,,
ONDA OFFSHORE TECHNOLOGIES PTE LTD ,(65) 6863 1193 / (65) 6861 2843,(65) 6861 9473,admin@ondaoffshore.com.sg,None,http://www.chemicalcluster.com.sg/company-detail/onda-offshore-technologies-pte-ltd,"11 Neythal Road,  Singapore 628577",,,,
ONE C METAL TRADING ,(65) 6341 7636,(65) 6341 7636,None,None,http://www.chemicalcluster.com.sg/company-detail/one-c-metal-trading,"1C  Rowell Road , #01-01,  Singapore 207958",,,,
OCEAN HEALTHCARE (S) PTE LTD ,(65) 6288 6810,(65) 6288 8326,enquiry@oceanhealth.com,www.oceanhealth.com ,http://www.chemicalcluster.com.sg/company-detail/ocean-healthcare-s-pte-ltd,"136 Joo Seng Road , #02-00, Brilliant Building Singapore 368360",,,,
OCEAN TANKERS (PTE) LTD ,(65) 6863 2202,(65) 6863 9480,admin@oceantankers.com.sg,None,http://www.chemicalcluster.com.sg/company-detail/ocean-tankers-pte-ltd,"37 Tuas Road,  Singapore 638503",,,,
OCWS LOGISTICS PTE LTD,(65) 6262 6888,(65) 6795 1826 / (65) 6795 5320,ocwslpl@ocws.cwtlimited.com,None,http://www.chemicalcluster.com.sg/company-detail/ocws-logistics-pte-ltd,"38 Tanjong Penjuru CWT , Logistics Hub 1 Singapore 609039",,,,
ODFJELL SINGAPORE PTE LTD,(65) 6349 1300,(65) 6224 2285,None,None,http://www.chemicalcluster.com.sg/company-detail/odfjell-singapore-pte-ltd,"6 Shenton Way , #27-08/09 , DBS Tower 2 Singapore 68809",,,,
OERLIKON BALZERS COATING SINGAPORE PTE LTD ,(65) 6268 6227,(65) 6265 6992,None,None,http://www.chemicalcluster.com.sg/company-detail/oerlikon-balzers-coating-singapore-pte-ltd,"21 Kian Teck Drive,  Singapore 628838",,,,
OFFSHORE INSPECTION & NDT ENTERPRISE ,(65) 6255 2191,(65) 6355 0530,None,None,http://www.chemicalcluster.com.sg/company-detail/offshore-inspection-ve-ndt-enterprise,"40 Jalan Pelatina,  Singapore 577296",,,,
OFFSHORE RESOURCE MANAGEMENT PTE LTD,(65) 6265 0819,(65) 6265 8683,offshoreresource.mpl@gmail.com,www.globalone.com.sg ,http://www.chemicalcluster.com.sg/company-detail/offshore-resource-management-pte-ltd,"4 Penjuru Place, #01-22 2-8, Penjuru Tech Hub Singapore 608782",,,,
OFFSHORE SEALS & ENGINEERING (ASIA) PTE LTD ,(65) 6542 6933,(65) 6542 7933,seals@pacific.net.sg,www.offshoreseals.com ,http://www.chemicalcluster.com.sg/company-detail/offshore-seals-ve-engineering-asia-pte-ltd,"30 Loyang Way , #02-22,  Singapore 508769",,,,
OFI TESTING EQUIPMENT,(65) 6776 2389,None,None,None,http://www.chemicalcluster.com.sg/company-detail/ofi-testing-equipment,"Blk 106 Clementi St 12, #02-56,  Singapore 120106",,,,
OHARA CHEMICALS (S) PTE LTD ,(65) 6292 6701,(65) 6297 2825,None,None,http://www.chemicalcluster.com.sg/company-detail/ohara-chemicals-s-pte-ltd,"7500A  Beach Road , #10-306 , The Plaza Singapore 199591",,,,
OHGITANI (S) PTE LTD,(65) 6861 0855,(65) 6861 2456,ohgitani@mbox2.singnet.com.sg,None,http://www.chemicalcluster.com.sg/company-detail/ohgitani-s-pte-ltd,"7 Pioneer Sector 2 Jurong,  Singapore 628369",,,,
OHIN CONSTRUCTION CO PTE LTD ,(65) 6749 1303,(65) 6749 9025,ohinkhoon@pacific.net.sg,www.ohin.ei-nets.com ,http://www.chemicalcluster.com.sg/company-detail/ohin-construction-co-pte-ltd,"52 Ubi Avenue 3, #02-26 , Frontier Singapore 408867",,,,
OHM ENGINEERING PTE LTD ,(65) 6861 8862 / (65) 9816 8360,(65) 6862 0218,info@mun-siong.com,None,http://www.chemicalcluster.com.sg/company-detail/ohm-engineering-pte-ltd,"35 Tuas Road , Jurong Town Singapore 638496",,,,
OHME SCIENTIFIC ,(65) 6774 8402,(65) 6757 1726,None,None,http://www.chemicalcluster.com.sg/company-detail/ohme-scientific,"51 Ayer Rajah Crescent , #05-12,  Singapore 139948",,,,
OHSUMI SINGAPORE PTE LTD ,(65) 6737 3996,(65) 6235 9318,None,None,http://www.chemicalcluster.com.sg/company-detail/ohsumi-singapore-pte-ltd,"5 Koek Road , #03-24 , Cuppage Plaza Singapore 228796",,,,
NPAC INTERNATIONAL PTE LTD ,(65) 6569 6322,(65) 6569 7922,sales@npac.com.sg,None,http://www.chemicalcluster.com.sg/company-detail/npac-international-pte-ltd,"Block 2  Bukit Batok Street 24 , #06-10 , SkyTech Singapore 659480",,,,
NSK SINGAPORE (PRIVATE) LTD ,(65) 6496 8000,(65) 6250 5845,None,None,http://www.chemicalcluster.com.sg/company-detail/nsk-singapore-private-ltd,"238A  Thomson Road , #24-01/05 , Novena Square Tower A Singapore 307684",,,,
NSL CHEMICALS LTD ,(65) 6265 2181,(65) 6261 0840,None,None,http://www.chemicalcluster.com.sg/company-detail/nsl-chemicals-ltd,"26 Tanjong Kling Road,  Singapore 628051",,,,
NSL ENVIROTECH PTE LTD ,(65) 6265 2181,(65) 6261 0840,None,None,http://www.chemicalcluster.com.sg/company-detail/nsl-envirotech-pte-ltd,"26 Tanjong Kling Road , Jurong Industrial Estate Singapore 628051",,,,
NSL LTD (FORMERLY KNOWN AS NATSTEEL LTD),(65) 6536 1000,(65) 6536 1008,enquiries@nsl.com.sg,www.nsl.com.sg,http://www.chemicalcluster.com.sg/company-detail/nsl-ltd-formerly-known-as-natsteel-ltd,"77 Robinson Road, #27-00, Robinson 77 Singapore 68896",,,,
NSL OILCHEM WASTE MANAGEMENT PTE LTD,(65) 6863 5270 / 6863 5272,(65) 6513 3998,enquiry@nsloilchem.com.sg,http://www.nsloilchem.com.sg,http://www.chemicalcluster.com.sg/company-detail/nsl-oilchem-waste-management-pte-ltd,23 Tanjong Kling Road Singapore 628049,,,,
NU-ALLIANCE PRIVATE LIMITED,(65) 6325 0733,(65) 6325 4366,None,www.nualliance.com,http://www.chemicalcluster.com.sg/company-detail/nu-alliance-private-limited,"Blk 1815 Geylang Bahru #01-07, Kallang Distripark Singapore 339716",,,,
NUPLEX SINGAPORE PTE LTD,(65) 6634 6016,None,None,www.nuplex.com,http://www.chemicalcluster.com.sg/company-detail/nuplex-singapore-pte-ltd,"229 Mountbatten Road Mountbatten Square, #02-41,  Singapore 398007",,,,
NUVISTA TECHNOLOGIES PTE LTD ,(65) 6274 2290 / (65) 9488 6510,(65) 6274 2609,info@nuvistastech.com,None,http://www.chemicalcluster.com.sg/company-detail/nuvista-technologies-pte-ltd,"3791 Jalan Bukit Merah , #05-29 , eCentre@Redhill Singapore 159471",,,,
NYK BULKSHIP (ASIA) PTE LTD,(65) 6292 4342,(65) 6293 2080,nykbulk_singapore@sg.nykline.com,None,http://www.chemicalcluster.com.sg/company-detail/nyk-bulkship-asia-pte-ltd,"1 HarbourFront Place, #13-01, HarbourFront Tower One Singapore 98633",,,,
NYS CHEMITECH (S) PTE LTD ,(65) 6275 9112,(65) 6275 9067,None,None,http://www.chemicalcluster.com.sg/company-detail/nys-chemitech-s-pte-ltd,"102E  Pasir Panjang Road, #02-02,  Singapore 118529",,,,
O.A.S ELECTRICAL CONTRACTORS,(65) 9798 5898,(65) 6763 3181,oas.electricalcontractors@yahoo.com.sg,None,http://www.chemicalcluster.com.sg/company-detail/o-a-s-electrical-contractors,"31 Rosewood Drive, #06-29, Casablanca Tower 6 Singapore 737922",,,,
OAKWELL ENGINEERING LIMITED,(65) 6742 8000,(65) 6742 3000,None,None,http://www.chemicalcluster.com.sg/company-detail/oakwell-engineering-limited,"8 Aljunied Avenue 3 , Oakwell Building Singapore 389933",,,,
OAKWELL-BREEN PTE LTD,(65) 6744 3455,(65) 6745 9366,cktham@oakwell.com.sg,www.oakwell.com.sg ,http://www.chemicalcluster.com.sg/company-detail/oakwell-breen-pte-ltd,"8 Aljunied Avenue 3 , Oakwell Building Singapore 389933",,,,
OCEAN BUNKERING SERVICES (PTE) LTD ,(65) 6512 2588,(65) 6512 2589,None,None,http://www.chemicalcluster.com.sg/company-detail/ocean-bunkering-services-pte-ltd,"37 Tuas Road,  Singapore 638503",,,,
NITTI (ASIA) PTE LTD,(65) 6278 3288,(65) 6275 1557,enquiry@nittiasia.com,www.nittifootwear.com ,http://www.chemicalcluster.com.sg/company-detail/nitti-asia-pte-ltd,"209 Henderson Road , #03-07 , Henderson Industrial Park Singapore 159551",,,,
NKH FLUID ENGINEERING PTE LTD ,(65) 6841 7088,(65) 6841 7077,nkhfepl@hotmail.com,www.nkhpump.com ,http://www.chemicalcluster.com.sg/company-detail/nkh-fluid-engineering-pte-ltd,"Block 1048  Eunos Avenue 6 , #01-143,  Singapore 409627",,,,
NLP TRADING LLP ,(65) 6767 4315,(65) 6767 5217,None,None,http://www.chemicalcluster.com.sg/company-detail/nlp-trading-llp,"38 Woodlands Industrial Park E1 , #02-15,  Singapore 757700",,,,
NMB SINGAPORE LIMITED,(65) 6241 1033,(65) 6449 4057,None,None,http://www.chemicalcluster.com.sg/company-detail/nmb-singapore-limited,"1 Chai Chee Avenue,  Singapore 469059",,,,
NNT TECHNOLOGY (S) PTE LTD,(65) 6268 4058 / (65) 6268 4059,(65) 6268 4686,admin@nnt.com.sg,None,http://www.chemicalcluster.com.sg/company-detail/nnt-technology-s-pte-ltd,"31 Jurong Port Road, #08-10 , Jurong Logistics Hub Singapore 619115",,,,
NOAH INDUSTRIAL SUPPLIES PTE LTD,(65) 6266 0788,(65) 6266 1042,None,www.noah.com.sg ,http://www.chemicalcluster.com.sg/company-detail/noah-industrial-supplies-pte-ltd,"43 Kian Teck Drive,  Singapore 628856",,,,
NOL-TEC SYSTEMS (ASIA) PTE LTD,(65) 6753 5535,(65) 6753 5575,None,None,http://www.chemicalcluster.com.sg/company-detail/nol-tec-systems-asia-pte-ltd,"10 Admiralty Street , #02-14 , North Link Building Singapore 757695",,,,
NORGREN PTE LTD ,(65) 6862 1811,(65) 6862 1916 / (65) 6862 1917,joshualee@norgren.com.sg,None,http://www.chemicalcluster.com.sg/company-detail/norgren-pte-ltd,"16 Tuas Street ,  Singapore 638453",,,,
NORIS AUTOMATION FAR EAST PTE LTD ,(65) 6267 8536,(65) 6267 8537,sales@norisautomation.com,www.norisautomation.com ,http://www.chemicalcluster.com.sg/company-detail/noris-automation-far-east-pte-ltd,"42 Toh Guan Road East , #01-80 , Enterprise Hub Singapore 608583",,,,
NORMA PACIFIC (ASIA) PTE LTD ,(65) 6759 7955,(65) 6759 8092,dfong@normapacific.com.au,None,http://www.chemicalcluster.com.sg/company-detail/norma-pacific-asia-pte-ltd,"207 Woodlands Avenue 9 , #06-56,  Singapore 738958",,,,
NORTHLAB PTE LTD ,(65) 6367 0800,(65) 6367 9367,None,None,http://www.chemicalcluster.com.sg/company-detail/northlab-pte-ltd,"27 Woodlands Industrial Park E1 , #02-08 , Hiangkie Industrial Building Singapore 757718",,,,
NORTHLAND PTE LTD,(65) 6266 5933,(65) 6561 5277,ns2ni@singnet.com.sg,None,http://www.chemicalcluster.com.sg/company-detail/northland-pte-ltd,"23 Benoi Sector,  Singapore 629856",,,,
NOVARTIS (SINGAPORE) PTE LTD ,(65) 6323 3750,(65) 6323 4325,None,None,http://www.chemicalcluster.com.sg/company-detail/novartis-singapore-pte-ltd,"10 Hoe Chiang Road , #09-05/06 , Keppel Towers Singapore 89315",,,,
NOVEXX PTE LTD,(65) 6896 6620,(65) 6896 6621,hr@novexx.com.sg,www.novexx.com.sg ,http://www.chemicalcluster.com.sg/company-detail/novexx-pte-ltd,"8 Tuas View Square,  Singapore 637574",,,,
NOWASTE TECHNOLOGIES,(65) 8925 8703,None,da_chee@yahoo.co.uk,www.freewebs.com/nowaste,http://www.chemicalcluster.com.sg/company-detail/nowaste-technologies,"22 Wilby Road, #01-17,  Singapore 276306",,,,
NIPO INTERNATIONAL PTE LTD,(65) 6752 7880,(65) 6753 7338,amanda@nipogroup.com.sg,None,http://www.chemicalcluster.com.sg/company-detail/nipo-international-pte-ltd,"Blk 22  Woodlands Link, #02-46 ,  Singapore 738734",,,,
NIPPON BEATTY SUPPLY & SERVICES (PTE) LTD,(65) 6298 2888,(65) 6297 2888,None,None,http://www.chemicalcluster.com.sg/company-detail/nippon-beatty-supply-ve-services-pte-ltd,"7500A Beach Road , #15-321 , The Plaza Singapore 199591",,,,
NIPPON CONCEPT SINGAPORE PTE LTD,(65) 6225 1587,(65) 6225 6317,None,None,http://www.chemicalcluster.com.sg/company-detail/nippon-concept-singapore-pte-ltd,"120 Robinson Road #11-01, Parakkou Building Singapore 68913",,,,
NIPPON EXPRESS SINGAPORE PTE LTD,(65) 6542 4242,(65) 6542 1341,ma-nagahara@nittsu.com.sg,www.nittsu-sin.com ,http://www.chemicalcluster.com.sg/company-detail/nippon-express-singapore-pte-ltd,"35 Tuas Road , Jurong Town Singapore 638496",,,,
NIPPON KAIJI KENTEI KYOKAI ,(65) 6273 1411,(65) 6278 8624,None,None,http://www.chemicalcluster.com.sg/company-detail/nippon-kaiji-kentei-kyokai,"Block 511  Kampong Bahru Road , #02-04 , Keppel Distripark Singapore 99447",,,,
NIPPON PAINT (SINGAPORE) CO. PTE LTD,(65) 6265 5355,(65) 6264 1603,np@sin.nipponpaint.com,www.nipponpaint.com.sg,http://www.chemicalcluster.com.sg/company-detail/nippon-paint-singapore-co-pte-ltd,"1 First Lok Yang Road Jurong,  Singapore 629728",,,,
NIPPON PAINT (VIETNAM) CO. LTD.,(84) 61 83 6579,(84) 61 83 6349,chewsk@nipponpaint.com.sg,www.nipponpaint.com.vn,http://www.chemicalcluster.com.sg/company-detail/nippon-paint-vietnam-co-ltd,"14, 3A Road, Bien Hoa Ind. Zone II, Bien Hoa City  Singapore 0",,,,
NIPPON PIGMENT (S) PTE LTD,(65) 6268 1590,(65) 6264 0830,None,None,http://www.chemicalcluster.com.sg/company-detail/nippon-pigment-s-pte-ltd,"1 Pioneer Place,  Singapore 627866",,,,
NIPPON PILLAR SINGAPORE PTE LTD ,(65) 6861 7138,(65) 6862 9098,npillars@singnet.com.sg,www.pillar.co.jp,http://www.chemicalcluster.com.sg/company-detail/nippon-pillar-singapore-pte-ltd,"71 Ayer Rajah Crescent , #06-20/23,  Singapore 139951",,,,
NIPPON STEEL & SUMIKIN CHEMICAL CO LTD (SINGAPORE BRANCH),(65) 6220 3881,(65) 6220 3887,None,www.nscc.nssmc.com/english/index.html,http://www.chemicalcluster.com.sg/company-detail/nippon-steel-ve-sumikin-chemical-co-ltd-singapore-branch,"16 Raffles Quay #17-02, Hong Leong Building Singapore 48581",,,,
NISHIMATSU CONSTRUCTION CO LTD (SINGAPORE BRANCH) ,(65) 6298 0566,(65) 6291 1449,None,None,http://www.chemicalcluster.com.sg/company-detail/nishimatsu-construction-co-ltd-singapore-branch,"60 Albert Street , #14-01 , OG Albert Complex Singapore 189969",,,,
NISHIO RENT ALL S'PORE PTE LTD ,(65) 6861 3939,(65) 6861 0820,None,None,http://www.chemicalcluster.com.sg/company-detail/nishio-rent-all-s-pore-pte-ltd,"9 Tuas Avenue 18,  Singapore 638893",,,,
NISHIYAMA STAINLESS CHEMICAL CO LTD (SINGAPORE BRANCH) ,(65) 6224 0190,(65) 6224 0132,None,None,http://www.chemicalcluster.com.sg/company-detail/nishiyama-stainless-chemical-co-ltd-singapore-branch,"8 Shenton Way , #16-03 , Temasek Tower Singapore 68811",,,,
NISMIX MACHINERY & DISTRIBUTION ,(65) 6262 2213,(65) 6262 2210,nismix@singnet.com.sg,None,http://www.chemicalcluster.com.sg/company-detail/nismix-machinery-ve-distribution,"7 Kian Teck Avenue,  Singapore 628897",,,,
NISSHIN STEEL CO LTD ,(65) 6221 1277,(65) 6224 2357,None,None,http://www.chemicalcluster.com.sg/company-detail/nisshin-steel-co-ltd,"16 Raffles Quay , #20-01 , Hong Leong Building Singapore 48581",,,,
NEWSPAPER SENG PTE LTD,(65) 6261 2591,(65) 6265 2628,None,None,http://www.chemicalcluster.com.sg/company-detail/newspaper-seng-pte-ltd,"56 Pandan Rd,  Singapore 609293",,,,
NEWTECH ENGINEERING CONSTRUCTION PTE LTD ,(65) 6482 2524,(65) 6482 3563,None,None,http://www.chemicalcluster.com.sg/company-detail/newtech-engineering-construction-pte-ltd,"4A Jalan Selaseh,  Singapore 808434",,,,
NEWTEX (ASIA PACIFIC) PTE LTD ,(65) 6748 1138,(65) 6748 0848,sales@newtex.com.sg,www.newtex.com.sg,http://www.chemicalcluster.com.sg/company-detail/newtex-asia-pacific-pte-ltd,"Blk 120  Eunos Avenue 7, #01-03, Richfield Industrial Centre Singapore 409574",,,,
NEWTON & STOKES PTE LTD ,(65) 6316 4653,(65) 6234 2458,klng@n-s.com.sg,None,http://www.chemicalcluster.com.sg/company-detail/newton-ve-stokes-pte-ltd,"Block 211 Woodlands Spectrum 2, #08-84/85,  Singapore 738960",,,,
NEWWIN TRADE & ENGINEERING PTE LTD ,(65) 6299 6288,(65) 6293 5744,None,None,http://www.chemicalcluster.com.sg/company-detail/newwin-trade-ve-engineering-pte-ltd,"21 Moonstone Lane , #04-03 , Poh Leng Building Singapore 328462",,,,
NEYTECH OILFIELD & ENGINEERING SERVICES ,(65) 6542 0336,(65) 6542 0337,None,None,http://www.chemicalcluster.com.sg/company-detail/neytech-oilfield-ve-engineering-services,"25 Loyang Crescent , Box 5077 , Loyang Offshore Supply Base Singapore 508988",,,,
NG CHEE LEE PTE LTD,(65) 6298 4822,(65) 6297 0677,ncl@ngcheelee.com,None,http://www.chemicalcluster.com.sg/company-detail/ng-chee-lee-pte-ltd,"17 Haji Lane,  Singapore 189210",,,,
NGEE CHEONG CONTRACTORS PTE LTD,(65) 6293 6830,(65) 6293 9095,nccpl@singnet.com.sg,None,http://www.chemicalcluster.com.sg/company-detail/ngee-cheong-contractors-pte-ltd,"140 Owen Road ,  Singapore 218940",,,,
NGEE SENG ENGINEERING & TRADING ,(65) 6382 4226,(65) 6287 2821,nset_loh@yahoo.com.sg,None,http://www.chemicalcluster.com.sg/company-detail/ngee-seng-engineering-ve-trading,"331 Joo Chiat Road,  Singapore 427587",,,,
NGHEE SHENG ACOUSTIC ,(65) 6282 4033,None,None,None,http://www.chemicalcluster.com.sg/company-detail/nghee-sheng-acoustic,"9 Jalan Labu Ayer,  Singapore 538024",,,,
NICHIAS SINGAPORE PTE LTD,(65) 6268 6568,(65) 6265 7681,ishibashi@nichias.com.sg,www.nichias.co.jp/nichias-e/,http://www.chemicalcluster.com.sg/company-detail/nichias-singapore-pte-ltd,"90 Second Lok Yang Road, Jurong Singapore 628166",,,,
NICKEL INSTITUTE,3222903210,None,None,www.nickelinstitute.org,http://www.chemicalcluster.com.sg/company-detail/nickel-institute,"161 Bay Street Suite 2700, Brookfield Place Singapore 0",,,,
NICOTRA ASIA HOLDING PTE LTD ,(65) 6777 5514,(65) 6265 2400,None,None,http://www.chemicalcluster.com.sg/company-detail/nicotra-asia-holding-pte-ltd,"15 West Coast Highway , #04-08 , Pasir Panjang Building Singapore 117861",,,,
NIE TECHNOLOGY (S) PTE LTD,(65) 6848 0323,(65) 6848 0355,nie_technology@niegroup.com,www.niegroup.com ,http://www.chemicalcluster.com.sg/company-detail/nie-technology-s-pte-ltd,"33 Kaki Bukit Place, Level 5,  Singapore 416211",,,,
NIKKO INDUSTRIAL & SERVICES PTE LTD ,(65) 6842 2311,(65) 6841 0605,nikkoins@singnet.com.sg,www.nikkoins.com,http://www.chemicalcluster.com.sg/company-detail/nikko-industrial-ve-services-pte-ltd,"55 Ubi Avenue 3 , #05-03 , Mintwell Building Singapore 408864",,,,
NEO & CHEONG CONSTRUCTION ENGINEERING ,(65) 9680 0955,(65) 6263 5780,None,None,http://www.chemicalcluster.com.sg/company-detail/neo-ve-cheong-construction-engineering,"39 Lorong 24 Geylang,  Singapore 398636",,,,
NEO RADIO & ELECTRIC SERVICE ,(65) 6482 4667,(65) 6481 1114,None,None,http://www.chemicalcluster.com.sg/company-detail/neo-radio-ve-electric-service,"Block 5028 Ang Mo Kio Industrial Park 2, #01-181,  Singapore 569531",,,,
NEPTUNE ORIENT LINES LTD ,(65) 6278 9000,(65) 6278 4900,None,www.nol.com.sg ,http://www.chemicalcluster.com.sg/company-detail/neptune-orient-lines-ltd,"456 Alexandra Road, #06-00 , NOL Building Singapore 119962",,,,
NESTE SINGAPORE PTE LTD,(65) 6223 1222,(65) 6223 3246,None,www.nesteoil.com,http://www.chemicalcluster.com.sg/company-detail/neste-singapore-pte-ltd,No.1 Tuas South Lane  Singapore 637301,,,,
NETZSCH ASIA PACIFIC PTE LTD,(65) 6863 4453,(65) 6863 4483,info@nap.netzsch.com,www.netzsch.com.sg,http://www.chemicalcluster.com.sg/company-detail/netzsch-asia-pacific-pte-ltd,"7 Toh Guan Road East, #07-01/02,  Singapore 629023",,,,
NEUE LAB PTE LTD ,(65) 6844 0233,(65) 6844 0323,None,www.neuelab.com ,http://www.chemicalcluster.com.sg/company-detail/neue-lab-pte-ltd,"705 Sims Drive, #06-16A , Shun Li Industrial Complex Singapore 387384",,,,
NEUMART TECHNOLOGY PTE LTD,(65) 6744 6833,(65) 6744 3022,neumart@singnet.com.sg,None,http://www.chemicalcluster.com.sg/company-detail/neumart-technology-pte-ltd,"51 Bukit Batok Crescent , #02-10 , Unity Centre Singapore 658077",,,,
NEUROFLASH PTE LTD,(65) 6262 1992,(65) 6512 1431,None,www.neuroflash.com.sg,http://www.chemicalcluster.com.sg/company-detail/neuroflash-pte-ltd,"Blk 203 Hougang St 21, #04-55,  Singapore 530203",,,,
NEVILLE TRADING & MFG PTE LTD,(65) 6292 5230,(65) 6292 4028,None,None,http://www.chemicalcluster.com.sg/company-detail/neville-trading-ve-mfg-pte-ltd,"14 Rowell Road,  Singapore 207972",,,,
NEW & NOVEL ENGINEERING PTE LTD ,(65) 6268 0991,(65) 6268 2789,novel23@pacific.net.sg,None,http://www.chemicalcluster.com.sg/company-detail/new-ve-novel-engineering-pte-ltd,"37 Chestnut Drive,  Singapore 679288",,,,
NEW BIN SING PUMPS PTE LTD ,(65) 6294 5140,(65) 6294 1958,None,None,http://www.chemicalcluster.com.sg/company-detail/new-bin-sing-pumps-pte-ltd,"Block 637  Veerasamy Road, #01-107,  Singapore 200637",,,,
NEW STAR INSULATION PTE LTD,(65) 6392 0603,(65) 6392 0607,newstari@singnet.com.sg,None,http://www.chemicalcluster.com.sg/company-detail/new-star-insulation-pte-ltd,"200 Jalan Sultan , #11-02 , Textile Centre Singapore 199018",,,,
NEW WEST COAST (PTE) LTD ,(65) 6268 6307,(65) 6265 2825,nwcgroup@singnet.com.sg,None,http://www.chemicalcluster.com.sg/company-detail/new-west-coast-pte-ltd,"1 Pandan Road ,  Singapore 609253",,,,
NEWEARTH SINGAPORE PTE LTD,(65) 6271 9476,(65) 6271 9475,enquiry@newearth.com.sg,www.newearth.com.sg,http://www.chemicalcluster.com.sg/company-detail/newearth-singapore-pte-ltd,"167 Jalan Bukit Merah, #01-10 , Connection One Tower 5 Singapore 150167",,,,
NEWPORT TANK CONTAINERS SINGAPORE PTE LTD,(65) 6653 7800,None,None,www.newporttank.com,http://www.chemicalcluster.com.sg/company-detail/newport-tank-containers-singapore-pte-ltd,"9 North Buona Vista Drive #04-03, The Metropolis Tower 1 Singapore 138588",,,,
